"customerid","tenure","monthlycharges","ltv"
"9625-RZFUK",63,"19.7","1241.1"
"5153-LXKDT",68,"110.2","7493.6"
"5161-UBZXI",69,"106.35","7338.15"
"1020-JPQOW",56,"90.55","5070.80"
"7919-ZODZZ",10,"65.9","659.0"
"0565-JUPYD",63,"104.5","6583.5"
"6867-ACCZI",24,"52.5","1260.0"
"5939-XAIXZ",19,"56.1","1065.9"
"9054-FOWNV",22,"88.75","1952.50"
"2683-BPJSO",29,"84.45","2449.05"
"2157-MXBJS",13,"75.3","978.9"
"8207-VVMYB",70,"26","1820"
"9732-EQMWY",49,"99.4","4870.6"
"9360-AHGNL",43,"109.55","4710.65"
"1087-UDSIH",3,"19.6","58.8"
"5269-NRGDP",42,"73.15","3072.30"
"6195-MELTI",57,"54.65","3115.05"
"5485-WUYWF",2,"66.4","132.8"
"2121-JAFOM",72,"115.55","8319.60"
"8818-DOPVL",46,"104.45","4804.70"
"2632-UCGVD",66,"100.05","6603.30"
"5445-PZWGX",62,"102","6324"
"1227-UDMZR",72,"91.15","6562.80"
"5198-HQAEN",35,"89.7","3139.5"
"9170-CCKOU",17,"90.2","1533.4"
"2167-FQSTQ",72,"92.4","6652.8"
"2819-GWENI",28,"19.9","557.2"
"1043-YCUTE",56,"25.15","1408.40"
"3814-MLAXC",31,"79.85","2475.35"
"3572-UUHRS",45,"18.85","848.25"
"2692-PFYTJ",1,"25.75","25.75"
"1226-UDFZR",2,"49.6","99.2"
"5955-EPOAZ",6,"20.95","125.70"
"6821-JPCDC",48,"97.05","4658.40"
"8815-LMFLX",25,"25.4","635.0"
"9135-HSWOC",64,"19.7","1260.8"
"8582-KRHPJ",50,"35","1750"
"5811-IWXYM",52,"101.25","5265.00"
"7044-YAACC",4,"70.2","280.8"
"8189-XRIKE",32,"90.95","2910.40"
"1506-YJTYT",45,"73.85","3323.25"
"4123-DVHPH",9,"88.05","792.45"
"6425-YQLLO",66,"105.95","6992.70"
"5442-UTCVD",3,"91.85","275.55"
"2228-BZDEE",54,"20.1","1085.4"
"7734-DBOAI",1,"40.1","40.1"
"2789-CZANW",64,"110.3","7059.2"
"2091-RFFBA",31,"73.9","2290.9"
"2114-MGINA",14,"89.8","1257.2"
"7596-LDUXP",12,"85.15","1021.80"
"3740-RLMVT",67,"60.95","4083.65"
"4489-SNOJF",35,"72.25","2528.75"
"2192-OZITF",45,"73.55","3309.75"
"5651-CPDND",10,"46","460"
"2186-QZEYA",29,"58.55","1697.95"
"1131-ALZWV",24,"24.6","590.4"
"7729-XBTWX",66,"19.75","1303.50"
"9134-WYRVP",51,"86.35","4403.85"
"3284-SVCRO",45,"25.5","1147.5"
"9732-OUYRN",49,"19","931"
"0559-CKHUS",29,"19.55","566.95"
"2931-SVLTV",40,"110.1","4404.0"
"6899-PPEEA",37,"96.55","3572.35"
"7504-UWHNB",25,"69.75","1743.75"
"2582-FFFZR",22,"50.6","1113.2"
"8908-NMQTX",72,"65.6","4723.2"
"2187-LZGPL",7,"40.1","280.7"
"1431-AIDJQ",33,"82.1","2709.3"
"6288-LBEAR",23,"79.1","1819.3"
"4597-NUCQV",24,"101.25","2430.00"
"9019-QVLZD",1,"79.55","79.55"
"8413-YNHNV",69,"90.65","6254.85"
"5808-TOTXO",3,"20.55","61.65"
"4369-NYSCF",56,"75.75","4242.00"
"6333-YDVLT",65,"110","7150"
"5324-KTGCG",71,"20.85","1480.35"
"5599-HVLTW",14,"80.35","1124.90"
"7394-LWLYN",2,"70.15","140.30"
"3707-LRWZD",32,"84.05","2689.60"
"6873-UDNLD",40,"67.45","2698.00"
"2700-LUEVA",1,"20.75","20.75"
"1455-ESIQH",1,"89.1","89.1"
"0958-YHXGP",7,"69.9","489.3"
"1101-SSWAG",15,"51.1","766.5"
"2979-SXESE",17,"94.4","1604.8"
"4013-TLDHQ",19,"78.25","1486.75"
"5743-KHMNA",71,"25.55","1814.05"
"4194-FJARJ",54,"60","3240"
"5325-UWTWJ",31,"90.55","2807.05"
"3969-GYXEL",11,"76.4","840.4"
"9208-OLGAQ",18,"84.95","1529.10"
"3244-CQPHU",72,"110.1","7927.2"
"2674-MLXMN",71,"99.65","7075.15"
"9708-HPXWZ",5,"45.4","227.0"
"6992-TKNYO",38,"69","2622"
"4468-YDOVK",5,"48.65","243.25"
"3754-DXMRT",2,"44.15","88.30"
"5792-JALQC",52,"59.85","3112.20"
"7130-VTEWQ",8,"75.75","606.00"
"2200-DSAAL",68,"80.65","5484.20"
"4302-ZYFEL",69,"20.55","1417.95"
"9351-LZYGF",42,"66.4","2788.8"
"4366-CTOUZ",50,"100.2","5010.0"
"6121-VZNQB",1,"19.1","19.1"
"7903-CMPEY",1,"80.3","80.3"
"1518-OMDIK",33,"44.55","1470.15"
"6671-NGWON",7,"20.35","142.45"
"0595-ITUDF",64,"91.8","5875.2"
"6996-KNSML",1,"74.9","74.9"
"1955-IBMMB",59,"20.2","1191.8"
"0096-BXERS",6,"50.35","302.10"
"3806-YAZOV",3,"18.8","56.4"
"7998-ZLXWN",15,"20.45","306.75"
"6253-WRFHY",13,"64.75","841.75"
"9133-AYJZG",23,"98.7","2270.1"
"2675-OTVVJ",31,"89.45","2772.95"
"8680-CGLTP",29,"58.75","1703.75"
"8430-TWCBX",49,"20.7","1014.3"
"5018-GWURO",56,"85.6","4793.6"
"6741-QRLUP",63,"80.3","5058.9"
"4737-HOBAX",63,"79.8","5027.4"
"0537-QYZZN",24,"79.85","1916.40"
"3340-QBBFM",36,"54.1","1947.6"
"1704-NRWYE",9,"80.85","727.65"
"2592-SEIFQ",3,"24.75","74.25"
"8200-KLNYW",21,"80.9","1698.9"
"3372-CDXFJ",13,"24.5","318.5"
"4781-ZXYGU",1,"20.15","20.15"
"7632-YUTXB",25,"20.05","501.25"
"2718-YSKCS",71,"19.6","1391.6"
"9896-UYMIE",66,"114.3","7543.8"
"0853-NWIFK",45,"100.3","4513.5"
"8212-CRQXP",22,"80","1760"
"6980-CDGFC",67,"20.85","1396.95"
"7691-XVTZH",68,"89.95","6116.60"
"7481-ATQQS",49,"90.85","4451.65"
"2277-VWCNI",4,"48.75","195.00"
"1088-CNNKB",63,"80","5040"
"8642-GVWRF",2,"79.7","159.4"
"1930-BZLHI",21,"20.35","427.35"
"3400-ESFUW",55,"57.55","3165.25"
"5868-YTYKS",1,"20.25","20.25"
"3525-DVKFN",17,"19.4","329.8"
"1482-OXZSY",30,"100.4","3012.0"
"0377-JBKKT",22,"57.95","1274.90"
"5778-BVOFB",9,"59.5","535.5"
"3373-YZZYM",1,"19.2","19.2"
"2057-ZBLPD",21,"86.5","1816.5"
"0228-MAUWC",19,"59.55","1131.45"
"5502-RLUYV",69,"103.95","7172.55"
"0023-HGHWL",1,"25.1","25.1"
"7663-YJHSN",72,"103.95","7484.40"
"4915-BFSXL",70,"68.95","4826.50"
"3086-RUCRN",66,"103.1","6804.6"
"5215-LNLDJ",7,"24.7","172.9"
"7576-JMYWV",46,"110.2","5069.2"
"9039-RBEEE",39,"48.95","1909.05"
"0257-KXZGU",32,"62.45","1998.40"
"1307-ATKGB",24,"89.55","2149.20"
"8417-FMLZI",6,"83.55","501.30"
"3714-XPXBW",37,"78.9","2919.3"
"1850-AKQEP",8,"20.35","162.80"
"2824-DXNKN",72,"71.45","5144.40"
"5227-JSCFE",71,"46.35","3290.85"
"0848-ZGQIJ",16,"94.65","1514.40"
"3621-CHYVB",57,"49.9","2844.3"
"8042-RNLKO",66,"25.45","1679.70"
"1792-UXAFY",17,"89.15","1515.55"
"5372-FBKBN",21,"20.75","435.75"
"0420-TXVSG",66,"66.1","4362.6"
"6217-TOWGS",17,"75.4","1281.8"
"0515-YPMCW",1,"70.45","70.45"
"0378-XSZPU",58,"60.3","3497.4"
"1045-LTCYT",8,"21.05","168.40"
"1544-JJMYL",27,"69.35","1872.45"
"4636-JGAAI",34,"88.85","3020.90"
"6874-SGLHU",30,"97","2910"
"5951-AOFIH",33,"66.4","2191.2"
"4729-XKASR",1,"24.75","24.75"
"3059-NGMXB",14,"69.2","968.8"
"8652-YHIYU",16,"79.5","1272.0"
"5278-PNYOX",49,"100.65","4931.85"
"5449-FIBXJ",19,"103.3","1962.7"
"3486-HOOGQ",70,"79.7","5579.0"
"5061-PBXFW",32,"61.4","1964.8"
"8630-FJLIB",18,"69.8","1256.4"
"3891-NLXJB",37,"40.55","1500.35"
"4749-OJKQU",4,"75.65","302.60"
"0577-WHMEV",16,"90.7","1451.2"
"5453-AXEPF",17,"80.5","1368.5"
"3639-XJHKQ",19,"60.6","1151.4"
"3716-LRGXK",60,"101.15","6069.00"
"2263-SFSQZ",51,"24.95","1272.45"
"9950-MTGYX",28,"20.3","568.4"
"3397-AVTKU",43,"60","2580"
"4825-FUREZ",42,"20.25","850.50"
"9837-BMCLM",3,"78.5","235.5"
"2672-OJQZP",1,"44.75","44.75"
"0137-UDEUO",3,"19.85","59.55"
"3134-DSHVC",63,"98","6174"
"6161-UUUTA",3,"79.9","239.7"
"7821-DPRQE",68,"107.7","7323.6"
"6543-XRMYR",30,"99.7","2991.0"
"2001-EWBQU",60,"104.7","6282.0"
"4925-LMHOK",15,"58.6","879.0"
"1608-GMEWB",45,"93.9","4225.5"
"6695-AMZUF",70,"86.45","6051.50"
"1455-UGQVH",10,"98.5","985.0"
"8410-BGQXN",4,"19.4","77.6"
"8280-MQRQN",1,"50.45","50.45"
"1619-YWUBB",68,"24.95","1696.60"
"7611-YKYTC",22,"75","1650"
"2037-SGXHH",38,"94.65","3596.70"
"3178-FESZO",1,"100.25","100.25"
"0365-GXEZS",18,"78.2","1407.6"
"0082-OQIQY",29,"94.2","2731.8"
"6087-MVHJH",16,"88.45","1415.20"
"4603-JANFB",1,"69.85","69.85"
"3018-TFTSU",12,"81.7","980.4"
"3606-SBKRY",31,"50.05","1551.55"
"4806-KEXQR",4,"79.9","319.6"
"0667-NSRGI",48,"69.55","3338.40"
"7083-YNSKY",15,"25.4","381.0"
"6893-ODYYE",50,"90.1","4505.0"
"8242-JSVBO",7,"44.65","312.55"
"2479-BRAMR",41,"83.75","3433.75"
"9541-ZPSEA",68,"80.35","5463.80"
"2665-NPTGL",26,"98.1","2550.6"
"1139-WUOAH",57,"53.35","3040.95"
"4693-VWVBO",3,"19.55","58.65"
"7434-SHXLS",1,"20.9","20.9"
"6937-GCDGQ",19,"48.95","930.05"
"0988-JRWWP",3,"54.2","162.6"
"5075-JSDKI",59,"24.45","1442.55"
"7908-QCBCA",1,"69.4","69.4"
"8644-XYTSV",42,"40.15","1686.30"
"6711-FLDFB",7,"74.9","524.3"
"3873-WOSBC",67,"25.6","1715.2"
"7465-ZZRVX",1,"70.35","70.35"
"7975-JMZNT",66,"91.7","6052.2"
"7251-XFOIL",61,"89.2","5441.2"
"4116-IQRFR",4,"24.1","96.4"
"3714-JTVOV",42,"74.15","3114.30"
"8259-DZLIZ",64,"53.85","3446.40"
"0442-ZXKVS",54,"115.6","6242.4"
"7853-WNZSY",1,"19.75","19.75"
"3120-FAZKD",54,"24.05","1298.70"
"8606-OEGQZ",18,"25.3","455.4"
"0225-ZORZP",3,"84.3","252.9"
"4702-IOQDC",1,"70.1","70.1"
"9489-JMTTN",72,"89.75","6462.00"
"0575-CUQOV",60,"97.95","5877.00"
"0967-BMLBD",11,"20","220"
"6178-KFNHS",12,"78.3","939.6"
"2830-LEWOA",61,"103.9","6337.9"
"5006-MXVRN",39,"20.7","807.3"
"1264-BYWMS",55,"96.8","5324.0"
"9658-WYUFB",17,"94.4","1604.8"
"8327-WKMIE",37,"20.15","745.55"
"6917-FIJHC",72,"26","1872"
"5329-KRDTM",72,"77.35","5569.20"
"7797-EJMDP",8,"66.05","528.40"
"3530-VWVGU",22,"19.9","437.8"
"2013-SGDXK",1,"84.3","84.3"
"6368-NWMCE",38,"68.15","2589.70"
"3633-CDBUW",17,"80.85","1374.45"
"0707-HOVVN",70,"75.5","5285.0"
"8580-QVLOC",72,"92.45","6656.40"
"3956-MGXOG",28,"80.6","2256.8"
"9274-UARKJ",15,"83.2","1248.0"
"4077-HWUYD",72,"87.55","6303.60"
"2012-NWRPA",11,"99.55","1095.05"
"8808-ELEHO",8,"81.25","650.00"
"0103-CSITQ",57,"109.4","6235.8"
"3506-LCJDC",1,"19.95","19.95"
"8671-KKKOS",46,"45.55","2095.30"
"7305-ZWMAJ",30,"20.7","621.0"
"9518-XXBXE",10,"75.3","753.0"
"3934-HXCFZ",23,"99.25","2282.75"
"6578-KRMAW",32,"93.4","2988.8"
"4860-IJUDE",13,"73.75","958.75"
"7666-WKRON",39,"80.45","3137.55"
"9688-YGXVR",44,"88.15","3878.60"
"0423-UDIJQ",9,"49.2","442.8"
"1945-XISKS",67,"19.65","1316.55"
"4910-AQFFX",9,"79.35","714.15"
"2154-KVJFF",15,"79.75","1196.25"
"5360-LJCNJ",71,"105.15","7465.65"
"2607-FBDFF",1,"49","49"
"9647-ERGBE",30,"100.05","3001.50"
"3428-XZMAZ",1,"69.35","69.35"
"1100-DDVRV",17,"49.8","846.6"
"0378-TOVMS",3,"85.8","257.4"
"4355-HBJHH",67,"79.7","5339.9"
"6728-WYQBC",1,"20.95","20.95"
"9058-CBREO",1,"50.55","50.55"
"9029-FEGVJ",32,"79.3","2537.6"
"7216-KAOID",41,"19.5","799.5"
"0318-QUUOB",1,"80.55","80.55"
"6145-NNPNO",1,"44.15","44.15"
"5520-FVEWJ",12,"84.5","1014.0"
"5339-TJFEK",62,"105.5","6541.0"
"5572-ZDXHY",22,"84.3","1854.6"
"2074-GUHPQ",17,"92.7","1575.9"
"4625-XMOYM",72,"26.25","1890.00"
"5827-MWCZK",56,"96.95","5429.20"
"1385-TQOZW",9,"20.45","184.05"
"5914-XRFQB",72,"115.8","8337.6"
"4329-YPDDQ",20,"108.2","2164.0"
"4804-NCPET",19,"20.2","383.8"
"3750-CKVKH",2,"67.75","135.50"
"5944-UGLLK",53,"54.9","2909.7"
"8063-GBATB",27,"85.25","2301.75"
"7787-BNTZM",6,"20.15","120.90"
"2252-ISRNH",9,"90.35","813.15"
"9415-TPKRV",8,"55.75","446.00"
"5322-TEUJK",71,"114.6","8136.6"
"4547-KQRTM",10,"80.05","800.50"
"4877-EVATK",1,"20","20"
"1866-DIOQZ",71,"66.8","4742.8"
"8375-KVTHK",68,"100.3","6820.4"
"2697-NQBPF",34,"105.35","3581.90"
"3709-OIJEA",26,"85.2","2215.2"
"7639-SUPCW",22,"48.8","1073.6"
"1386-ZIKUV",7,"18.95","132.65"
"0599-XNYDO",20,"69.8","1396.0"
"6377-WHAOX",60,"106.15","6369.00"
"6855-VLGOS",72,"20.55","1479.60"
"8999-XXGNS",72,"105.75","7614.00"
"8746-OQQRW",4,"25.25","101.00"
"3181-MIZBN",16,"19.75","316.00"
"0471-ARVMX",62,"104.85","6500.70"
"7766-CLTIC",10,"60.95","609.50"
"5650-YLIBA",31,"81.15","2515.65"
"0825-CPPQH",71,"19.1","1356.1"
"9084-OAYKL",58,"20.8","1206.4"
"6122-LJADA",70,"90.15","6310.50"
"2400-XIWIO",71,"90.1","6397.1"
"7524-VRLPL",69,"74.1","5112.9"
"1069-XAIEM",1,"85.05","85.05"
"7569-NMZYQ",72,"118.75","8550.00"
"5201-USSQZ",26,"85.9","2233.4"
"2105-PHWON",33,"95","3135"
"1494-EJZDW",10,"20.15","201.50"
"4884-TVUQF",57,"101.3","5774.1"
"8003-EWNDZ",10,"21.2","212.0"
"1897-RCFUM",39,"24.2","943.8"
"9256-JTBNZ",11,"20.3","223.3"
"4658-HCOHW",21,"102.8","2158.8"
"2211-RMNHO",68,"85.3","5800.4"
"2432-TFSMK",18,"89.6","1612.8"
"3440-JPSCL",6,"99.95","599.70"
"4929-ROART",18,"56.25","1012.50"
"1834-ABKHQ",52,"50.95","2649.40"
"1741-WTPON",56,"115.85","6487.60"
"3932-IJWDZ",45,"103.65","4664.25"
"1240-HCBOH",67,"26.1","1748.7"
"3594-KADLU",3,"35.1","105.3"
"8065-BVEPF",65,"99.1","6441.5"
"3796-ENZGF",63,"67.25","4236.75"
"1734-ZMNTZ",11,"25","275"
"2853-CWQFQ",1,"59.55","59.55"
"0813-TAXXS",55,"77.8","4279.0"
"2519-TWKFS",25,"55.1","1377.5"
"2889-FPWRM",72,"117.8","8481.6"
"0626-QXNGV",72,"24.15","1738.80"
"6723-CEGQI",65,"45.25","2941.25"
"6987-XQSJT",54,"79.5","4293.0"
"4732-RRJZC",7,"20.25","141.75"
"9499-XPZXM",72,"64.75","4662.00"
"4338-EYCER",21,"54.6","1146.6"
"3007-FDPEA",2,"20.7","41.4"
"6350-XFYGW",4,"94.75","379.00"
"4290-BSXUX",3,"79.65","238.95"
"8513-OLYGY",72,"115.8","8337.6"
"0311-QYWSS",6,"49.45","296.70"
"8705-DWKTI",52,"83.8","4357.6"
"8755-IWJHN",69,"95.35","6579.15"
"0325-XBFAC",8,"94.7","757.6"
"4480-QQRHC",8,"74.05","592.40"
"0929-PECLO",63,"89.6","5644.8"
"3680-CTHUH",60,"116.6","6996.0"
"1202-KKGFU",12,"54.2","650.4"
"6112-KTHFQ",13,"19.3","250.9"
"1852-XEMDW",22,"65.05","1431.10"
"2462-XIIJB",5,"92.5","462.5"
"4760-XOHVN",1,"19.45","19.45"
"1820-DJFPH",72,"24.05","1731.60"
"9426-SXNHE",2,"18.75","37.50"
"9068-FHQHD",40,"20.15","806.00"
"1269-FOYWN",44,"20","880"
"9470-YFUYI",71,"71","5041"
"7817-BOQPW",2,"75.55","151.10"
"7402-EYFXX",26,"93.6","2433.6"
"1853-UDXBW",1,"70","70"
"9895-VFOXH",1,"24.4","24.4"
"5458-CQJTA",65,"74.8","4862.0"
"1230-QAJDW",3,"65.25","195.75"
"5701-ZIKJE",13,"50.55","657.15"
"5219-YIPTK",33,"104.4","3445.2"
"5032-MIYKT",1,"70.7","70.7"
"7396-VJUZB",4,"45.25","181.00"
"9717-QEBGU",2,"70.3","140.6"
"5172-RKOCB",72,"108.95","7844.40"
"6509-TSGWN",37,"26.45","978.65"
"3540-RZJYU",15,"86.2","1293.0"
"3178-CIFOT",23,"19.65","451.95"
"2091-MJTFX",30,"51.2","1536.0"
"4530-NDRKU",42,"19.05","800.10"
"5985-TBABQ",32,"74.75","2392.00"
"9800-ONTFE",22,"75.8","1667.6"
"6743-HHQPF",42,"25.1","1054.2"
"8455-HIRAQ",8,"44.45","355.60"
"6616-AALSR",65,"104.3","6779.5"
"0883-EIBTI",2,"19.5","39.0"
"9415-ZNBSX",70,"89","6230"
"4018-KJYUY",22,"20.15","443.30"
"0722-TROQR",4,"74.9","299.6"
"7571-YXDAD",2,"74.9","149.8"
"3884-UEBXB",67,"36.15","2422.05"
"8780-RSYYU",25,"19.2","480.0"
"5537-UXXVS",20,"19.25","385.00"
"1791-PQHBB",2,"61.2","122.4"
"8701-DGLVH",51,"20.45","1042.95"
"8741-LQOBK",46,"35.05","1612.30"
"3393-FMZPV",25,"100.25","2506.25"
"8082-GHXOP",13,"44","572"
"6402-ZFPPI",25,"102.8","2570.0"
"0980-FEXWF",26,"50.35","1309.10"
"7486-KSRVI",43,"100","4300"
"3011-WQKSZ",19,"20","380"
"8443-WVPSS",10,"99.85","998.50"
"3006-XIMLN",2,"94.2","188.4"
"8218-FFJDS",72,"86.4","6220.8"
"1986-PHGZF",18,"58.4","1051.2"
"9965-YOKZB",9,"83.85","754.65"
"0504-HHAPI",27,"88.3","2384.1"
"9360-OMDZZ",24,"94.1","2258.4"
"6305-YLBMM",69,"104.05","7179.45"
"0345-XMMUG",46,"108.9","5009.4"
"8024-XNAFQ",72,"107.4","7732.8"
"3647-GMGDH",22,"94.7","2083.4"
"2988-GBIVW",70,"90.85","6359.50"
"2832-SCUCO",2,"19.9","39.8"
"7036-ZZKBD",31,"66.4","2058.4"
"3791-LGQCY",56,"100.65","5636.40"
"0265-PSUAE",16,"100.7","1611.2"
"0463-TXOAK",52,"25.6","1331.2"
"0594-UFTUL",13,"19.85","258.05"
"9509-MPYOD",35,"20.75","726.25"
"9128-CPXKI",59,"95.8","5652.2"
"0129-KPTWJ",72,"94.65","6814.80"
"8166-ZZTFS",66,"80.55","5316.30"
"5855-EIBDE",49,"106.65","5225.85"
"5365-LLFYV",2,"45.85","91.70"
"5956-YHHRX",21,"104.35","2191.35"
"6008-NAIXK",54,"55.45","2994.30"
"2956-GGUCQ",24,"78.85","1892.40"
"1928-BXYIV",1,"61.15","61.15"
"5760-FXFVO",6,"78.95","473.70"
"6595-COKXZ",1,"44.45","44.45"
"0961-ZWLVI",49,"109.2","5350.8"
"5181-OABFK",56,"61.3","3432.8"
"4007-NHVHI",56,"96.85","5423.60"
"7816-VGHTO",6,"40.55","243.30"
"5871-DGTXZ",32,"19.8","633.6"
"7550-WIQVA",50,"108.25","5412.50"
"7544-ZVIKX",58,"105.05","6092.90"
"0016-QLJIS",65,"90.45","5879.25"
"7508-DQAKK",64,"86.4","5529.6"
"5176-OLSKT",66,"66.9","4415.4"
"9356-AXGMP",38,"110.7","4206.6"
"3556-BVQGL",20,"20","400"
"0362-ZBZWJ",36,"84.9","3056.4"
"8979-CAMGB",64,"102.1","6534.4"
"4211-MMAZN",1,"20.25","20.25"
"7581-EBBOU",60,"70.15","4209.00"
"4274-OWWYO",1,"74.35","74.35"
"5073-RZGBK",50,"80.05","4002.50"
"1541-ETJZO",1,"62.05","62.05"
"2192-CKRLV",72,"49.2","3542.4"
"3154-HMWUU",60,"20.5","1230.0"
"6119-SPUDB",46,"38.25","1759.50"
"6522-OIQSX",69,"54.95","3791.55"
"7813-ZGGAW",31,"96.6","2994.6"
"8748-HFWBO",19,"19.9","378.1"
"1052-QJIBV",71,"19.9","1412.9"
"1319-YLZJG",12,"84.6","1015.2"
"4106-HADHQ",39,"80","3120"
"0723-FDLAY",44,"85.25","3751.00"
"3050-RLLXC",56,"81.25","4550.00"
"9298-WGMRW",72,"115.5","8316.0"
"2369-UAPKZ",5,"104.1","520.5"
"3088-LHEFH",11,"79","869"
"2778-OCLGR",24,"39.1","938.4"
"6583-KQJLK",15,"94.65","1419.75"
"8544-JNBOX",72,"20.8","1497.6"
"6681-ZSEXG",56,"59.5","3332.0"
"6139-ZZRBQ",64,"20.05","1283.20"
"6116-RFVHN",34,"100.45","3415.30"
"0637-KVDLV",2,"76.5","153.0"
"8884-FEEWR",35,"20.6","721.0"
"3125-RAHBV",22,"20.3","446.6"
"6633-MPWBS",5,"49.2","246.0"
"0373-AIVNJ",9,"39.55","355.95"
"8785-EPNCG",11,"23.15","254.65"
"1682-VCOIO",23,"20.45","470.35"
"5729-KLZAR",4,"80.85","323.40"
"2072-ZVJJX",68,"25.25","1717.00"
"8849-AYPTR",33,"91.25","3011.25"
"9518-IMLHK",31,"72.45","2245.95"
"1582-RAFML",1,"60.1","60.1"
"3646-ITDGM",56,"19.7","1103.2"
"8740-CRYFY",1,"78.95","78.95"
"3569-VLDHH",66,"75.1","4956.6"
"8224-KDLKN",72,"25","1800"
"7594-LZNWR",34,"69.15","2351.10"
"4001-TSBTV",58,"91.55","5309.90"
"2962-XPMCQ",2,"45.15","90.30"
"8727-XDPUD",37,"35.8","1324.6"
"1043-UXOVO",71,"113.15","8033.65"
"1064-FBXNK",1,"19.85","19.85"
"3996-ZNWYK",71,"19.8","1405.8"
"2878-DHMIN",35,"19.9","696.5"
"7762-ONLJY",6,"19.7","118.2"
"1678-FYZOW",3,"79.4","238.2"
"5795-BKOYE",69,"59.1","4077.9"
"8627-EHGIP",44,"53.95","2373.80"
"7402-PWYJJ",53,"91.15","4830.95"
"5480-TBGPH",24,"99.3","2383.2"
"0018-NYROU",5,"68.95","344.75"
"7501-VTYLJ",2,"51.55","103.10"
"7608-RGIRO",62,"24.4","1512.8"
"0480-BIXDE",19,"96.8","1839.2"
"5895-QSXOD",9,"70.05","630.45"
"9814-AOUDH",53,"19.5","1033.5"
"6175-IRFIT",5,"78.75","393.75"
"8760-ZRHKE",71,"69.2","4913.2"
"1622-HSHSF",1,"19.55","19.55"
"8854-CCVSQ",18,"80.65","1451.70"
"6749-UTDVX",72,"103.65","7462.80"
"5542-DHSXL",4,"54.7","218.8"
"9102-OXKFY",59,"54.15","3194.85"
"0511-JTEOY",1,"71.1","71.1"
"5216-WASFJ",31,"84.85","2630.35"
"7808-DVWEP",3,"20","60"
"7067-KSAZT",65,"106.25","6906.25"
"2284-VFLKH",49,"99.25","4863.25"
"0366-NQSHS",2,"19.35","38.70"
"6532-YLWSI",53,"20.8","1102.4"
"3807-BPOMJ",55,"94.75","5211.25"
"3892-NXAZG",72,"114.05","8211.60"
"4948-WBBKL",36,"74.9","2696.4"
"4182-BGSIQ",10,"19.8","198.0"
"9300-AGZNL",1,"94","94"
"0988-AADSA",72,"80.85","5821.20"
"9972-NKTFD",28,"54.65","1530.20"
"3717-LNXKW",38,"91.7","3484.6"
"5734-EJKXG",61,"118.6","7234.6"
"2207-RYYRL",52,"24.55","1276.60"
"6729-FZWSY",67,"19.45","1303.15"
"9695-IDRZR",34,"116.15","3949.10"
"8144-DGHXP",54,"80.6","4352.4"
"7814-LEEVE",1,"20.3","20.3"
"1112-CUNAO",15,"89.85","1347.75"
"5175-AOBHI",4,"46","184"
"5174-RNGBH",9,"66.25","596.25"
"8631-WUXGY",46,"99.8","4590.8"
"7270-BDIOA",22,"90","1980"
"9565-JSNFM",38,"70.45","2677.10"
"5906-DVAPM",55,"75","4125"
"6654-QGBZZ",1,"19.9","19.9"
"8348-JLBUG",64,"80.3","5139.2"
"0607-DAAHE",53,"19.75","1046.75"
"5641-DMBFJ",58,"84.3","4889.4"
"9200-NLNPD",56,"54.05","3026.80"
"2664-XJZNO",72,"104.9","7552.8"
"9732-KPKBW",1,"53.95","53.95"
"3339-EAQNV",72,"97.25","7002.00"
"0921-OHLVP",22,"83.05","1827.10"
"3389-YGYAI",8,"105.5","844.0"
"9560-ARGQJ",16,"81","1296"
"8350-NYMVI",39,"41.1","1602.9"
"1600-DILPE",12,"45","540"
"0536-ESJEP",54,"74.55","4025.70"
"4654-GGUII",18,"40.2","723.6"
"6478-HRRCZ",32,"70.5","2256.0"
"8510-BBWMU",41,"19.75","809.75"
"6857-TKDJV",67,"24.65","1651.55"
"2360-RDGRO",65,"104.25","6776.25"
"0584-BJQGZ",25,"78.35","1958.75"
"5134-IKDAY",1,"69.8","69.8"
"1360-XFJMR",67,"109.7","7349.9"
"3070-DVEYC",7,"73.75","516.25"
"5730-RIITO",43,"33.45","1438.35"
"9058-MJLZC",24,"94.6","2270.4"
"5707-ORNDZ",9,"54.55","490.95"
"0902-XKXPN",69,"20.2","1393.8"
"5177-RVZNU",37,"20.3","751.1"
"0056-EPFBG",20,"39.4","788.0"
"8993-IZEUX",7,"69.15","484.05"
"8696-JKZNU",37,"76.25","2821.25"
"5380-AFSSK",5,"93.9","469.5"
"8190-ZTQFB",41,"51.35","2105.35"
"0931-MHTEM",54,"100.05","5402.70"
"2055-PDADH",3,"70.4","211.2"
"7515-LODFU",69,"20.3","1400.7"
"0440-UEDAI",53,"94.45","5005.85"
"1337-BOZWO",18,"46.4","835.2"
"0868-VJRDR",64,"104.05","6659.20"
"8714-EUHJO",31,"91.15","2825.65"
"6344-SFJVH",20,"24.9","498.0"
"3950-VPYJB",57,"59.6","3397.2"
"8041-TMEID",63,"108.5","6835.5"
"7321-ZNSLA",13,"40.55","527.15"
"6941-KXRRV",48,"58.95","2829.60"
"3721-CNEYS",2,"70.95","141.90"
"8727-JQFHV",57,"20.75","1182.75"
"9475-NNDGC",71,"113.15","8033.65"
"1355-KUSBG",7,"48.8","341.6"
"3688-FTHLT",16,"63.05","1008.80"
"0899-LIIBW",34,"100.85","3428.90"
